intagncy_agency,intagncy_name,intagncy_year,intagncy_month,intagncy_day,intagncy_lon,intagncy_lat,intagncy_area_ha,intagncy_forest_area_ha,MTBS_name,MTBS_year,MTBS_month,MTBS_day,MTBS_lon,MTBS_lat,MTBS_area_ha,MTBS_forest_area_ha,MTBS_filename,final_year,final_month,final_day,final_lon,final_lat,final_area_ha,final_forest_area_ha
"FS","UNKNOWN",2005,6,23,-111.9833,33.9167,139.62,3.09,"CAVE CREEK COMPLEX",2005,6,21,-111.9101,34.0627,73001.61,14912.77,"az3424311187720050621",2005,6,23,-111.9841,33.9461,100,6.12
"FS","UNKNOWN",2005,6,23,-112.055,34.1214,1133.12,8.5,"CAVE CREEK COMPLEX",2005,6,21,-111.9101,34.0627,73001.61,14912.77,"az3424311187720050621",2005,6,23,-112.0529,34.118,790.37,16.84
"BLM","LOUSY",2005,6,23,-112.0549,34.1209,113.31,0,"CAVE CREEK COMPLEX",2005,6,21,-111.9101,34.0627,73001.61,14912.77,"az3424311187720050621",2005,6,23,-112.0529,34.118,100,0
"BLM","SUNSET PT",2005,6,20,-112.0421,34.107,2751.86,53.78,"CAVE CREEK COMPLEX",2005,6,21,-111.9101,34.0627,73001.61,14912.77,"az3424311187720050621",2005,6,20,-112.0403,34.1107,1919.47,106.54
"FS","UNKNOWN",2005,6,21,-111.8228,33.9783,100487.58,7462.01,"CAVE CREEK COMPLEX",2005,6,21,-111.9101,34.0627,73001.61,14912.77,"az3424311187720050621",2005,6,21,-111.8247,33.9772,70091.77,14783.27
"FS","UNKNOWN",2005,6,23,-111.35,33.675,1214.06,923.1,"THREE FIRE COMPLEX (THREE)",2005,6,21,-111.2729,33.7237,5518.89,1300.42,"az3372311127120050621",2005,6,23,-111.3564,33.6781,866.84,471.74
"FS","UNKNOWN",2005,6,21,-111.275,33.7233,6515.44,1621.56,"THREE FIRE COMPLEX (THREE)",2005,6,21,-111.2729,33.7237,5518.89,1300.42,"az3372311127120050621",2005,6,21,-111.2775,33.725,4652.05,828.68
"FS","UNKNOWN",2005,6,21,-109.1906,33.1697,768.9,168.5,"SNAKE RIDGE",2005,6,21,-109.1926,33.1636,574.83,178.89,"az3316410919320050621",2005,6,21,-109.1926,33.1636,574.83,178.89
"BLM","MAGIC",2005,6,22,-114.9414,42.6669,2367.17,0,"MAGIC WATERS",2005,6,22,-115.025,42.6809,1898.91,0,"id4268111502520050622",2005,6,22,-115.025,42.6809,1898.91,0
"BLM","DESERT MTN",2005,6,22,-112.5986,39.7367,509.9,0,"DESERT MOUNTAIN",2005,6,22,-112.5832,39.7521,452.34,0,"ut3975311258220050622",2005,6,22,-112.5832,39.7521,452.34,0
"BLM","SUMMIT",2005,6,3,-114.8086,36.9306,2691.16,0,"SOUTHERN NEVADA COMPLEX (MEADOW VALLEY)",2005,6,22,-114.6123,37.1778,48424.59,2053.98,"nv3716611461920050622",2005,6,3,-114.8076,36.9336,1967.38,0
"BLM","TOQUOP",2005,6,22,-114.3961,36.945,3197.02,325.62,"SOUTHERN NEVADA COMPLEX (MEADOW VALLEY)",2005,6,22,-114.6123,37.1778,48424.59,2053.98,"nv3716611461920050622",2005,6,22,-114.3942,36.9436,2337.19,828.79
"BLM","MEADOW VAL",2005,6,22,-114.7169,37.1208,60351.23,481.36,"SOUTHERN NEVADA COMPLEX (MEADOW VALLEY)",2005,6,22,-114.6123,37.1778,48424.59,2053.98,"nv3716611461920050622",2005,6,22,-114.7164,37.1209,44120.01,1225.19
"BLM","HALFWAY",2005,6,22,-114.3383,36.8458,22663.63,0,"SOUTHERN NEVADA COMPLEX (DUZAK)",2005,6,22,-114.2205,37.1555,106924.41,11013.21,"nv3724211430320050622",2005,6,22,-114.3347,36.8436,18584.89,0
"BLM","MORMON MT",2005,6,28,-114.3856,36.9775,11388.27,896.8,"SOUTHERN NEVADA COMPLEX (DUZAK)",2005,6,22,-114.2205,37.1555,106924.41,11013.21,"nv3724211430320050622",2005,6,28,-114.3918,36.9803,9338.74,1022.19
"BLM","DUZAK",2005,6,22,-114.3831,37.2,96338.74,8765.48,"SOUTHERN NEVADA COMPLEX (DUZAK)",2005,6,22,-114.2205,37.1555,106924.41,11013.21,"nv3724211430320050622",2005,6,22,-114.3885,37.1991,79000.79,9991.02
"BLM","BUNKERVILL",2005,6,22,-114.1883,36.6644,1243.2,0,"SOUTHERN NEVADA COMPLEX (BUNKERVILLE)",2005,6,22,-114.1824,36.6631,1065.51,0,"nv3666311418220050622",2005,6,22,-114.1824,36.6631,1065.51,0
"FWS","GASS",2005,6,22,-115.1606,36.4025,8903.09,46.13,"SOUTHERN NEVADA COMPLEX (COYOTE)",2005,6,22,-114.9866,36.5016,3380.67,0,"nv3650211498820050622",2005,6,22,-115.039,36.3959,2811.83,0
"FWS","DRY LAKE",2005,6,22,-115.0056,36.44,1424.37,0,"SOUTHERN NEVADA COMPLEX (COYOTE)",2005,6,22,-114.9866,36.5016,3380.67,0,"nv3650211498820050622",2005,6,22,-115.0038,36.438,449.85,0
"BLM","DRYMIDDLE",2005,6,22,-114.983,36.4767,376.76,0,"SOUTHERN NEVADA COMPLEX (COYOTE)",2005,6,22,-114.9866,36.5016,3380.67,0,"nv3650211498820050622",2005,6,22,-114.9796,36.4783,118.99,0
"BLM","DEVILSPEAK",2005,6,23,-115.4617,35.7469,227.43,0,"GOODSPRINGS",2005,6,22,-115.4752,35.9126,10760.49,834.45,"nv3591711547120050622",2005,6,23,-115.4881,35.8301,177.18,0
"BLM","GOODSPRING",2005,6,22,-115.4642,35.8603,13584.9,146.89,"GOODSPRINGS",2005,6,22,-115.4752,35.9126,10760.49,834.45,"nv3591711547120050622",2005,6,22,-115.4621,35.8618,10583.31,834.45
"BLM","PERKINS",2005,6,22,-114.5058,35.583,9096.13,0,"PERKINS COMPLEX",2005,6,22,-114.4795,35.5977,5971.68,0,"az3559711448020050622",2005,6,22,-114.4795,35.5977,5971.68,0
"CalFire","HACKBERRY",2005,6,22,-115.2266,35.0588,2896.68,76.99,"HACKBERRY COMPLEX",2005,6,22,-115.3972,35.1058,24001.65,4754.49,"ca3508611531720050622",2005,6,22,-115.2228,35.0622,2422.14,72.53
"CalFire","WILDHORSE",2005,6,22,-115.419,35.1087,25807.4,4969.99,"HACKBERRY COMPLEX",2005,6,22,-115.3972,35.1058,24001.65,4754.49,"ca3508611531720050622",2005,6,22,-115.4162,35.1121,21579.51,4681.96
"CalFire","PARADISE",2005,6,22,-116.5404,34.0602,1247.13,0,"PARADISE",2005,6,22,-116.5583,34.0495,1152.18,0,"ca3404911655920050622",2005,6,22,-116.5583,34.0495,1152.18,0
"CalFire","SOBOBA",2005,6,22,-116.9224,33.8129,840.31,0,"SOBOBA",2005,6,22,-116.9172,33.8172,596.07,0,"ca3381711691820050622",2005,6,22,-116.9172,33.8172,596.07,0
"BLM","LAST CHANC",2005,6,23,-113.7083,36.4925,2296.59,1275.34,"LAST CHANCE",2005,6,23,-113.7226,36.475,1281.69,920.86,"az3647611372120050623",2005,6,23,-113.7226,36.475,1281.69,920.86
"BIA","PLAIN TANK",2005,6,23,-113.6172,35.6878,161.07,0,"HINDU",2005,6,23,-113.5854,35.7613,311.4,0,"az3577611358920050623",2005,6,23,-113.5773,35.7406,100,0
"BIA","HINDU",2005,6,23,-113.5838,35.7664,1214.06,0,"HINDU",2005,6,23,-113.5854,35.7613,311.4,0,"az3577611358920050623",2005,6,23,-113.5835,35.7669,211.4,0
"BLM","HUMBUG",2005,6,23,-112.3507,34.6775,663.69,0,"HUMBUG",2005,6,23,-112.3679,34.0866,658.53,37.64,"az3409211237020050623",2005,6,23,-112.3679,34.0866,658.53,37.64
"BLM","BIGHORN",2005,6,23,-113.298,33.6639,2144.84,0,"BIGHORN",2005,6,23,-113.2764,33.6386,1803.06,0,"az3364011327520050623",2005,6,23,-113.2764,33.6386,1803.06,0
"BLM","BEARSPRING",2005,6,24,-110.5326,32.8642,209.22,89.39,"SADDLE",2005,6,23,-110.6034,32.9475,309.24,5.07,"az3298611060220050623",2005,6,24,-110.5901,32.9356,100,1.78
"BIA","SADDLE",2005,6,23,-110.6019,32.9858,607.03,165.91,"SADDLE",2005,6,23,-110.6034,32.9475,309.24,5.07,"az3298611060220050623",2005,6,23,-110.6057,32.9608,209.24,3.3
"BLM","CEDAR WASH",2005,6,28,-113.9578,36.5508,248.48,0,"MT BANGS COMPLEX",2005,6,24,-113.9526,36.7039,9808.65,860.79,"az3670211395220050624",2005,6,28,-113.9665,36.6089,199.48,0
"BLM","LIME KILN",2005,6,23,-114.0178,36.6794,139.09,12.45,"MT BANGS COMPLEX",2005,6,24,-113.9526,36.7039,9808.65,860.79,"az3670211395220050624",2005,6,23,-114.0189,36.6828,111.66,2.47
"BLM","MT BANGS",2005,6,24,-113.9053,36.7403,11402.92,4329.23,"MT BANGS COMPLEX",2005,6,24,-113.9526,36.7039,9808.65,860.79,"az3670211395220050624",2005,6,24,-113.9053,36.7363,9154.27,858.32
"BLM","LEAD",2005,6,23,-113.9906,36.6964,427.55,0,"MT BANGS COMPLEX",2005,6,24,-113.9526,36.7039,9808.65,860.79,"az3670211395220050624",2005,6,23,-113.9877,36.6966,343.24,0
"FWS","FORGOTTEN",2005,6,22,-114.9923,36.4835,3624.29,0,"SOUTHERN NEVADA COMPLEX (WAMP)",2005,6,24,-115.0372,36.6125,1510.29,24.55,"nv3661211503620050624",2005,6,22,-114.9929,36.4853,1007.6,0
"FWS","WAMP",2005,6,24,-115.0139,36.6028,809.37,6.25,"SOUTHERN NEVADA COMPLEX (WAMP)",2005,6,24,-115.0372,36.6125,1510.29,24.55,"nv3661211503620050624",2005,6,24,-115.011,36.6008,225.02,21.24
"FWS","COYOTE",2005,6,22,-115.0356,36.6142,998.77,0.97,"SOUTHERN NEVADA COMPLEX (WAMP)",2005,6,24,-115.0372,36.6125,1510.29,24.55,"nv3661211503620050624",2005,6,22,-115.0376,36.6147,277.67,3.31
"BLM","PENCE",2005,6,25,-115.6197,42.7333,387.57,0,"PENCE",2005,6,25,-115.6042,42.752,760.5,0,"id4276211559820050625",2005,6,25,-115.6042,42.752,760.5,0
"BLM","VOLCANO",2005,6,25,-113.3321,37.1807,161.87,0,"BLUE SPRING",2005,6,25,-113.3019,37.3564,3788.19,2685.11,"ut3735211330320050625",2005,6,25,-113.3185,37.2768,119.44,0
"BLM","BLUE SPRINGS",2005,6,25,-113.3375,37.2969,4971.97,2166.19,"BLUE SPRING",2005,6,25,-113.3019,37.3564,3788.19,2685.11,"ut3735211330320050625",2005,6,25,-113.3359,37.3016,3668.75,2685.11
"NPS","DRAGON CLX",2005,6,26,-112.1246,36.2013,3241.94,2777.43,"DRAGON COMPLEX WFU",2005,6,26,-112.109,36.2125,2454.48,2342.21,"az3621111211120050626",2005,6,26,-112.109,36.2125,2454.48,2342.21
"CalFire","MUNZ",2005,6,27,-118.3693,34.6944,478.96,0,"MUNZ",2005,6,27,-118.3741,34.6871,178.65,0,"ca3469311837020050627",2005,6,27,-118.3741,34.6871,178.65,0
"BLM","DELAMAR",2005,6,28,-114.8417,37.1033,68105.82,640.73,"DELAMAR",2005,6,28,-114.7875,37.2626,51435,11727.18,"nv3728011477820050628",2005,6,28,-114.7875,37.2626,51435,11727.18
"FS","BROWSE",2005,6,28,-113.4364,37.2372,218.53,38.78,"DIAMOND COMPLEX (DIAMOND VALLEY)",2005,6,28,-113.5832,37.2274,2517.66,814.84,"ut3722211358520050628",2005,6,28,-113.3542,37.2808,1618.5,295.2
"FS","CAMPGROUND",2005,6,28,-113.5011,37.2347,121.41,68.27,"DIAMOND COMPLEX (DIAMOND VALLEY)",2005,6,28,-113.5832,37.2274,2517.66,814.84,"ut3722211358520050628",2005,6,28,-113.5423,37.2443,899.16,519.64
"BLM","TRAMP",2005,6,28,-114.15,36.3333,10644.86,72.29,"SOUTHERN NEVADA COMPLEX (TRAMP)",2005,6,28,-114.1859,36.3645,7871.04,0,"nv3636411418520050628",2005,6,28,-114.1859,36.3645,7871.04,0
"BLM","FORK",2005,6,28,-114.155,36.2681,33596.63,1262.49,"FORK",2005,6,28,-114.2023,36.227,15963.21,1081.3,"nv3622811420120050628",2005,6,28,-114.2023,36.227,15963.21,1081.3
"BLM","BUZZARD",2005,6,30,-112.165,36.9475,767.69,757.12,"BUZZARD",2005,6,30,-112.147,36.9546,700.74,699.99,"az3695411214620050630",2005,6,30,-112.147,36.9546,700.74,699.99
"BLM","TWEEDY COM",2005,6,30,-113.7408,36.5683,16719.2,591.69,"TWEEDY POINT",2005,6,30,-113.7119,36.5823,11029.05,1482.86,"az3658411371220050630",2005,6,30,-113.7119,36.5823,11029.05,1482.86
"BLM","MP368",2005,7,2,-117.0778,44.1239,646.4,0,"MP368",2005,7,2,-117.0679,44.1286,567.54,0,"or4412911706920050702",2005,7,2,-117.0679,44.1286,567.54,0
"BLM","GOTCHCANYO",2005,7,2,-116.8667,43.8073,391.74,0,"GOTCH CANYON",2005,7,2,-116.8482,43.7995,398.52,0,"id4380211686220050702",2005,7,2,-116.8482,43.7995,398.52,0
"CalFire","BAILEY",2005,7,2,-119.8461,37.2872,414.62,0,"BAILEY",2005,7,2,-119.8465,37.2866,276.84,0,"ca3728211985320050702",2005,7,2,-119.8465,37.2866,276.84,0
"FWS","LAMB",2005,6,23,-115.0719,36.8767,2673.76,310.82,"SOUTHERN NEVADA COMPLEX (LAMB)",2005,7,3,-115.0666,36.8716,2440.26,268.28,"nv3687111506320050703",2005,6,23,-115.0666,36.8716,2440.26,268.28
"BLM","GARNET",2005,7,3,-114.938,36.5131,445.15,0,"GARNET",2005,7,3,-114.9367,36.5143,432.36,0,"nv3651411493720050703",2005,7,3,-114.9367,36.5143,432.36,0
"CalFire","CARO",2005,7,3,-119.8932,35.5217,258.62,0,"CARO",2005,7,3,-119.8385,35.6088,512.73,0,"ca3560911986420050703",2005,7,3,-119.8385,35.6088,512.73,0
"BLM","TRACKS",2005,7,3,-112.2901,33,2023.43,0,"TRACKS",2005,7,3,-112.3814,33.0001,1883.88,0,"az3299911238020050703",2005,7,3,-112.3814,33.0001,1883.88,0
"BIA","SECOND HUD",2005,7,4,-119.4467,48.4247,1729.63,64.02,"SECOND HUD",2005,7,4,-119.4423,48.4605,1500.21,347.58,"wa4846311944220050704",2005,7,4,-119.4423,48.4605,1500.21,347.58
"FWS","WEATHER STATION",2005,7,5,-119.6936,46.6944,1989.84,1.35,"WEATHER STATION",2005,7,5,-119.7143,46.6744,1022.85,25.88,"wa4667711971020050705",2005,7,5,-119.7143,46.6744,1022.85,25.88
"BLM","BEOWOWEE",2005,7,5,-116.4728,40.5839,265.8,0,"DUNPHY",2005,7,5,-116.5249,40.6693,1343.79,0,"nv4066911652520050705",2005,7,5,-116.5194,40.6332,197.02,0
"BLM","DUNPHY",2005,7,5,-116.5164,40.6997,1547.07,0,"DUNPHY",2005,7,5,-116.5249,40.6693,1343.79,0,"nv4066911652520050705",2005,7,5,-116.514,40.6981,1146.77,0
"CalFire","SIERRA",2005,7,13,-118.1058,34.5021,147.46,0,"TOVEY",2005,7,5,-118.1616,34.5411,399.6,4.58,"ca3454111816120050705",2005,7,13,-118.1493,34.5371,108.03,0
"CalFire","TOVEY",2005,7,5,-118.1613,34.5407,398,4.94,"TOVEY",2005,7,5,-118.1616,34.5411,399.6,4.58,"ca3454111816120050705",2005,7,5,-118.1625,34.5437,291.57,4.58
"CalFire","YORBA LINDA",2005,7,5,-117.7695,33.9194,436.46,0,"YORBA LINDA",2005,7,5,-117.7623,33.9214,358.56,0,"ca3392111776420050705",2005,7,5,-117.7623,33.9214,358.56,0
"FS","PINYON CANYON",2005,7,6,-105.0381,38.1697,4596.02,4471.51,"MASON",2005,7,6,-105.0351,38.1592,4032.72,4010.9,"co3816010503620050706",2005,7,6,-105.0351,38.1592,4032.72,4010.9
"BLM","PACK TRAIL",2005,7,7,-108.1062,40.0461,1171.97,927.87,"PACK TRAIL WFU",2005,7,7,-108.0781,40.0556,966.87,485.7,"co4005610807720050707",2005,7,7,-108.0781,40.0556,966.87,485.7
"CalFire","MILLWOOD",2005,7,7,-119.1103,36.5167,1174.24,0,"MILLWOOD",2005,7,7,-119.1079,36.5164,1119.15,0,"ca3651711910820050707",2005,7,7,-119.1079,36.5164,1119.15,0
"FS","UNKNOWN",2005,6,29,-111.5,33.4839,222.58,0,"UNKNOWN",2005,7,7,-111.4834,33.4879,310.68,0,"az3348711148320050707",2005,6,29,-111.4834,33.4879,310.68,0
"FS","CENTELLA",2005,7,7,-110.8328,31.7231,9381.84,9168.02,"FLORIDA",2005,7,7,-110.8338,31.7136,4039.83,4038.09,"az3172411083220050707",2005,7,7,-110.8338,31.7136,4039.83,4038.09
"CalFire","NINE",2005,7,9,-118.4222,35.6928,465.26,0,"NINE",2005,7,9,-118.4228,35.6929,431.19,0,"ca3569311842220050709",2005,7,9,-118.4228,35.6929,431.19,0
"CalFire","HIGH",2005,7,9,-118.3782,35.0875,381.14,0,"HIGH",2005,7,9,-118.3841,35.0932,360.36,0,"ca3509311838420050709",2005,7,9,-118.3841,35.0932,360.36,0
"BIA","W OMAK LK",2005,7,12,-119.3908,48.2417,4585.09,327.23,"WEST OMAK LAKE",2005,7,12,-119.3857,48.2041,4204.08,161.49,"wa4820111938520050712",2005,7,12,-119.3857,48.2041,4204.08,161.49
"BLM","DITTO",2005,7,12,-112.8294,40.1236,9256.79,0,"DITTO",2005,7,12,-112.8432,40.0838,7387.2,0,"ut4006111287220050712",2005,7,12,-112.8432,40.0838,7387.2,0
"BLM","CRATER",2005,7,12,-113.0621,32.5684,364.22,0,"CRATER",2005,7,12,-113.1351,32.6332,3156.48,0,"az3260811310820050712",2005,7,12,-113.1351,32.6332,3156.48,0
"BLM","DEVILSLIDE",2005,7,13,-107.4611,43.6669,634.14,0,"DEVILS SLIDE",2005,7,13,-107.4384,43.6778,580.95,0,"wy4367810743820050713",2005,7,13,-107.4384,43.6778,580.95,0
"BLM","WESTGILSON",2005,7,14,-112.2217,39.6125,5910.03,495.04,"WEST GILSON",2005,7,14,-112.2596,39.6374,4549.05,146.56,"ut3964411227720050714",2005,7,14,-112.2596,39.6374,4549.05,146.56
"BLM","TRAIL EAST",2005,7,14,-108.2997,37.2228,963.56,954.38,"TRAIL EAST",2005,7,14,-108.3008,37.1869,929.16,566.88,"co3718710830120050714",2005,7,14,-108.3008,37.1869,929.16,566.88
"BLM","INDIANRDGE",2005,7,8,-115.0611,42.6869,1381.76,0,"CLOVER",2005,7,15,-115.2171,42.6297,72132.84,0,"id4263011521720050715",2005,7,8,-115.0669,42.6869,1246.94,0
"BLM","20 MILE",2005,7,8,-115.1181,42.5475,507.84,0,"CLOVER",2005,7,15,-115.2171,42.6297,72132.84,0,"id4263011521720050715",2005,7,8,-115.1167,42.5516,458.29,0
"BLM","CLOVER",2005,7,15,-115.5064,42.6289,78042.12,0,"CLOVER",2005,7,15,-115.2171,42.6297,72132.84,0,"id4263011521720050715",2005,7,15,-115.526,42.6271,70427.61,0
"BLM","CONTACT",2005,7,15,-114.7808,41.7597,672.63,0,"CONTACT",2005,7,15,-114.7754,41.7648,557.55,0,"nv4176511477620050715",2005,7,15,-114.7754,41.7648,557.55,0
"BLM","RAWHIDE",2005,7,15,-116.4875,41.8578,5444.28,0,"WILSON COMPLEX (RAWHIDE)",2005,7,15,-116.4543,41.7363,16709.04,0,"nv4174011645420050715",2005,7,15,-116.4859,41.8549,4223.04,0
"BLM","PETAN",2005,7,15,-116.3072,41.7564,1629.79,0,"WILSON COMPLEX (RAWHIDE)",2005,7,15,-116.4543,41.7363,16709.04,0,"nv4174011645420050715",2005,7,15,-116.3077,41.7555,1264.2,0
"BLM","WILSON",2005,7,15,-116.3239,41.7553,14467,0,"WILSON COMPLEX (RAWHIDE)",2005,7,15,-116.4543,41.7363,16709.04,0,"nv4174011645420050715",2005,7,15,-116.3195,41.7536,11221.8,0
"BLM","ESMERALDA",2005,7,15,-116.7489,41.24,39249.2,39.11,"ESMERALDA",2005,7,15,-116.5231,41.205,35258.85,0,"nv4120311652020050715",2005,7,15,-116.5231,41.205,35258.85,0
"FS","WIDTSOE",2005,7,22,-113.45,37.2381,211.25,67.13,"DAMMERON COMPLEX (DAMMERON)",2005,7,15,-113.5563,37.3198,2365.29,1838.49,"ut3731911357320050715",2005,7,22,-113.5563,37.3198,2365.29,1838.49
"BIA","BIGHORN",2005,7,16,-108.1283,45.1622,2347.18,772.29,"BIG HORN",2005,7,16,-108.1072,45.1514,1734.3,715.05,"mt4515110810920050716",2005,7,16,-108.1072,45.1514,1734.3,715.05
"BLM","NORTH VALLEY",2005,7,16,-117.7847,41.2094,2133.91,4.64,"NORTH VALLEY",2005,7,16,-117.7491,41.6792,1877.94,0,"nv4167811774720050716",2005,7,16,-117.7491,41.6792,1877.94,0
"BLM","CARLIN",2005,7,16,-116.2064,40.71,1943.5,0,"CARLIN",2005,7,16,-116.1758,40.7125,1880.1,0,"nv4071211617620050716",2005,7,16,-116.1758,40.7125,1880.1,0
"BLM","FRISCO",2005,7,16,-113.2747,38.5694,762.83,735.41,"FRISCO",2005,7,16,-113.2695,38.5595,536.22,534.31,"ut3855911327020050716",2005,7,16,-113.2695,38.5595,536.22,534.31
"FS","SIDE",2005,7,15,-111.7347,34.4328,358.15,149.88,"BUTTE",2005,7,16,-111.9278,34.421,539.55,150.45,"az3441811192920050716",2005,7,15,-111.8921,34.4125,100,100
"BLM","BLACK SHOE",2005,7,17,-112.0189,34.3397,188.58,0,"BUTTE",2005,7,16,-111.9278,34.421,539.55,150.45,"az3441811192920050716",2005,7,17,-111.9767,34.3917,100,0
"FS","UNKNOWN",2005,7,16,-111.9797,34.4064,3222.11,10.77,"BUTTE",2005,7,16,-111.9278,34.421,539.55,150.45,"az3441811192920050716",2005,7,16,-111.9804,34.4093,339.55,50.45
"FS","UNKNOWN",2005,7,17,-111.1558,33.8625,200.32,54,"OAK",2005,7,16,-111.3519,33.9329,390.15,26.89,"az3393311135020050716",2005,7,17,-111.3519,33.9329,390.15,26.89
"FS","UNKNOWN",2005,7,16,-111.3797,33.9336,526.09,423.18,"EDGE COMPLEX",2005,7,16,-111.4011,33.7929,24288.39,9183.68,"az3379211140020050716",2005,7,16,-111.3857,33.9372,427.84,427.84
"FS","UNKNOWN",2005,7,16,-111.4667,33.6667,29137.39,1835.68,"EDGE COMPLEX",2005,7,16,-111.4011,33.7929,24288.39,9183.68,"az3379211140020050716",2005,7,16,-111.4653,33.6725,23695.99,8755.84
"FS","UNKNOWN",2005,7,15,-111.5017,33.705,202.34,0,"EDGE COMPLEX",2005,7,16,-111.4011,33.7929,24288.39,9183.68,"az3379211140020050716",2005,7,15,-111.5045,33.7035,164.56,0
"CalFire","COMB",2005,7,22,-118.6665,36.8205,3948.31,3927.81,"COMB COMPLEX",2005,7,17,-118.6612,36.8202,3110.58,3095.4,"ca3680111861920050717",2005,7,22,-118.6612,36.8202,3110.58,3095.4
"BLM","J CANYON",2005,7,17,-112.593,34.1573,4241.92,312.73,"J. CANYON",2005,7,17,-112.5902,34.173,3216.15,357.44,"az3417311259220050717",2005,7,17,-112.5902,34.173,3216.15,357.44
"BIA","BEAR",2005,7,17,-110.3155,33.4881,404.69,42.82,"BEAR",2005,7,17,-110.3188,33.4892,448.38,30.98,"az3349411031920050717",2005,7,17,-110.3188,33.4892,448.38,30.98
"FS","UNKNOWN",2005,7,17,-111.1083,33.3583,4451.55,1200.8,"PEACHVILLE",2005,7,17,-111.0838,33.343,2749.05,812.21,"az3334311108520050717",2005,7,17,-111.0838,33.343,2749.05,812.21
"FS","SPIKE",2005,7,18,-113.7458,44.6222,584.77,560.55,"FALLS CREEK",2005,7,18,-113.7084,44.6287,585.09,519.87,"id4463411369720050718",2005,7,18,-113.7084,44.6287,585.09,519.87
"CalFire","CHINA LAKE",2005,7,18,-117.4654,35.9258,4191.56,358.16,"CHINA LAKE",2005,7,18,-117.4862,35.9247,3717.27,328.7,"ca3592511748620050718",2005,7,18,-117.4862,35.9247,3717.27,328.7
"BIA","SCHOOLIE",2005,7,22,-121.2542,44.775,514.36,20.29,"WOLFE POINT",2005,7,19,-121.1671,44.8142,3227.85,181.14,"or4480712119320050719",2005,7,22,-121.2189,44.789,756.8,123.44
"BIA","WOLFE PNT",2005,7,19,-121.1811,44.8439,1679.45,9.48,"WOLFE POINT",2005,7,19,-121.1671,44.8142,3227.85,181.14,"or4480712119320050719",2005,7,19,-121.1744,44.8441,2471.05,57.7
"FS","SCOTT CREEK FIRE",2005,7,19,-116.9514,44.3475,1386.86,0,"MONROE",2005,7,19,-116.9498,44.3515,1318.14,0,"id4435111695020050719",2005,7,19,-116.9498,44.3515,1318.14,0
"BLM","SALLY",2005,7,19,-112.8602,41.1948,1011.72,0,"SALLY",2005,7,19,-112.8707,41.1134,6396.93,0,"ut4106911289020050719",2005,7,19,-112.8707,41.1134,6396.93,0
"CalFire","BRUNS",2005,7,19,-121.6009,37.7828,180.17,0,"TESLA",2005,7,19,-121.5652,37.6613,2497.5,0,"ca3766112156520050719",2005,7,19,-121.5723,37.6919,161.48,0
"CalFire","TESLA",2005,7,19,-121.5741,37.6581,2606.32,0,"TESLA",2005,7,19,-121.5652,37.6613,2497.5,0,"ca3766112156520050719",2005,7,19,-121.5712,37.6551,2336.02,0
"BLM","TANK",2005,7,19,-113.7808,36.3603,8316.7,1377.41,"TANK COMPLEX",2005,7,19,-113.807,36.3457,7481.7,539.04,"az3632311378720050719",2005,7,19,-113.807,36.3457,7481.7,539.04
"BIA","CLAY 2",2005,7,22,-113.7841,35.8142,121.41,81.23,"CLAY TANK",2005,7,19,-113.7513,35.8451,1003.5,11.01,"az3583311375120050719",2005,7,22,-113.7776,35.8195,100,0.85
"BIA","CLAY TANK",2005,7,19,-113.8105,35.8044,1254.53,976.03,"CLAY TANK",2005,7,19,-113.7513,35.8451,1003.5,11.01,"az3583311375120050719",2005,7,19,-113.7776,35.8195,903.5,10.16
"FS","UNKNOWN",2005,7,19,-111.1067,33.5511,847.01,309.36,"TW0 BAR",2005,7,19,-111.1058,33.5548,690.03,234.3,"az3355511110520050719",2005,7,19,-111.1058,33.5548,690.03,234.3
"BIA","AK-CHIN",2005,7,19,-112.1457,33.1239,787.11,0,"AK CHIN",2005,7,19,-112.1387,33.0995,759.33,0,"az3310011213820050719",2005,7,19,-112.1387,33.0995,759.33,0
"BLM","TWIST",2005,7,20,-113.4617,36.7353,859.96,4.13,"TWIST",2005,7,20,-113.4579,36.742,721.89,1.97,"az3674211345720050720",2005,7,20,-113.4579,36.742,721.89,1.97
"BIA","JEFF",2005,7,19,-113.8597,35.9039,1447.97,1160.07,"JEFF",2005,7,20,-113.8452,35.9105,842.31,486.8,"az3590911384720050720",2005,7,19,-113.8452,35.9105,842.31,486.8
"BLM","BALLEK",2005,7,21,-108.1069,46.0178,849.84,19.56,"BALLEK",2005,7,21,-108.0781,46.023,605.34,14.61,"mt4602310807920050721",2005,7,21,-108.0781,46.023,605.34,14.61
"BLM","NECK",2005,7,21,-113.1222,38.07,1995.51,487.8,"NECK",2005,7,21,-113.143,38.062,1739.25,343.4,"ut3804911316220050721",2005,7,21,-113.143,38.062,1739.25,343.4
"BLM","EMORMOM",2005,7,21,-114.3842,37.0533,2023.43,0,"EAST MORMON",2005,7,21,-114.3989,37.0582,1494.63,0.76,"nv3705711439820050721",2005,7,21,-114.3989,37.0582,1494.63,0.76
"BLM","COW",2005,7,21,-113.9308,36.5642,18092.3,24.73,"COW",2005,7,21,-113.8437,36.5976,13329.27,611.77,"az3659011384920050721",2005,7,21,-113.8437,36.5976,13329.27,611.77
